1,1,359.34,329.44,226.65,65.15,0.95,-1,-1,-1
1,2,46.27,315.95,128.20,33.95,0.94,-1,-1,-1
1,3,1247.88,391.52,145.24,28.35,0.93,-1,-1,-1
1,4,360.04,298.60,140.29,30.47,0.92,-1,-1,-1
1,5,852.32,412.28,154.38,34.04,0.92,-1,-1,-1
1,6,569.20,345.29,238.41,58.31,0.92,-1,-1,-1
1,7,1344.50,310.84,184.59,40.37,0.91,-1,-1,-1
1,8,720.32,320.47,185.05,43.01,0.90,-1,-1,-1
1,9,931.55,317.10,245.25,62.60,0.90,-1,-1,-1
1,10,0.00,358.82,98.04,56.16,0.89,-1,-1,-1
1,11,402.82,282.95,84.99,16.41,0.88,-1,-1,-1
1,12,1368.01,276.77,143.10,37.56,0.88,-1,-1,-1
1,13,1773.52,236.33,73.79,20.60,0.87,-1,-1,-1
1,14,1203.36,247.77,78.63,19.61,0.86,-1,-1,-1
1,15,1477.11,226.24,132.87,28.89,0.72,-1,-1,-1
1,16,1695.70,227.46,57.34,17.57,0.66,-1,-1,-1
1,17,1562.54,234.16,156.42,34.50,0.57,-1,-1,-1
1,18,1561.90,243.30,115.57,27.34,0.36,-1,-1,-1
2,1,359.84,329.17,226.25,64.75,0.95,-1,-1,-1
2,2,45.90,315.46,128.67,34.02,0.93,-1,-1,-1
2,3,1247.69,391.49,145.25,28.17,0.93,-1,-1,-1
2,4,360.21,298.25,140.56,30.85,0.92,-1,-1,-1
2,5,851.62,412.38,154.32,33.88,0.91,-1,-1,-1
2,6,569.37,346.50,237.81,56.68,0.92,-1,-1,-1
2,7,1344.88,310.79,184.19,39.59,0.91,-1,-1,-1
2,8,720.24,321.12,185.39,42.19,0.90,-1,-1,-1
2,9,931.38,316.61,244.40,62.51,0.82,-1,-1,-1
2,10,0.00,358.39,97.99,55.80,0.90,-1,-1,-1
2,11,402.84,283.18,85.29,16.28,0.84,-1,-1,-1
2,12,1368.38,277.35,143.05,36.72,0.88,-1,-1,-1
2,13,1773.62,236.66,74.19,20.11,0.88,-1,-1,-1
2,14,1203.72,247.87,77.77,19.68,0.87,-1,-1,-1
2,15,1499.12,226.77,109.09,26.16,0.52,-1,-1,-1
2,16,1696.73,228.01,56.16,16.38,0.67,-1,-1,-1
2,17,1564.92,235.53,154.43,31.38,0.44,-1,-1,-1
3,1,359.93,328.66,226.39,65.41,0.94,-1,-1,-1
3,2,45.88,316.13,128.57,33.69,0.94,-1,-1,-1
3,3,1247.66,391.53,144.62,28.12,0.93,-1,-1,-1
3,4,360.92,298.61,140.24,30.65,0.92,-1,-1,-1
3,5,851.27,412.03,154.53,34.23,0.91,-1,-1,-1
3,6,569.10,347.34,238.81,55.62,0.91,-1,-1,-1
3,7,1344.52,310.34,184.68,40.36,0.91,-1,-1,-1
3,8,720.03,321.25,185.43,42.03,0.90,-1,-1,-1
3,9,931.97,318.22,244.26,61.12,0.87,-1,-1,-1
3,10,0.00,358.57,98.25,55.93,0.90,-1,-1,-1
3,11,402.71,283.04,85.41,16.39,0.86,-1,-1,-1
3,12,1368.41,278.44,142.79,35.63,0.87,-1,-1,-1
