1,1,388.66,346.36,140.92,35.00,0.93,-1,-1,-1
1,2,809.77,363.05,167.39,41.94,0.93,-1,-1,-1
1,3,97.17,373.63,138.92,30.47,0.93,-1,-1,-1
1,4,844.64,223.14,615.66,144.48,0.90,-1,-1,-1
1,5,999.36,462.60,244.46,45.77,0.76,-1,-1,-1
1,6,0.68,341.42,48.16,24.70,0.75,-1,-1,-1
2,1,391.68,346.18,141.55,35.05,0.93,-1,-1,-1
2,2,811.74,363.24,167.70,41.63,0.94,-1,-1,-1
2,3,100.56,373.93,138.43,30.00,0.93,-1,-1,-1
2,4,847.51,223.32,617.21,144.68,0.94,-1,-1,-1
2,5,1001.49,462.95,242.79,45.38,0.83,-1,-1,-1
2,6,0.77,341.04,50.94,24.99,0.68,-1,-1,-1
3,1,393.95,345.94,142.02,34.91,0.93,-1,-1,-1
3,2,813.34,363.06,167.77,41.23,0.93,-1,-1,-1
3,3,103.74,373.50,137.55,30.31,0.94,-1,-1,-1
3,4,849.07,222.37,620.36,145.50,0.68,-1,-1,-1
3,5,1003.35,462.77,241.31,45.28,0.84,-1,-1,-1
3,6,0.88,339.79,54.15,26.01,0.70,-1,-1,-1
4,1,395.59,344.89,142.58,36.05,0.93,-1,-1,-1
4,2,814.84,363.18,167.54,41.05,0.94,-1,-1,-1
4,3,106.19,373.11,136.82,30.33,0.87,-1,-1,-1
4,4,850.34,222.88,616.94,144.67,0.50,-1,-1,-1
4,5,1004.83,462.80,239.51,45.38,0.86,-1,-1,-1
4,6,0.92,339.32,56.97,26.06,0.78,-1,-1,-1
5,1,397.91,345.16,143.35,35.59,0.93,-1,-1,-1
5,2,817.41,363.54,166.58,40.90,0.94,-1,-1,-1
5,3,107.69,372.98,138.32,30.67,0.93,-1,-1,-1
5,4,848.82,222.84,621.43,145.51,0.75,-1,-1,-1
5,5,1005.96,462.66,241.04,45.82,0.75,-1,-1,-1
5,6,1.13,338.60,59.71,26.60,0.79,-1,-1,-1
6,1,399.57,345.08,144.39,35.33,0.93,-1,-1,-1
6,2,819.29,363.00,165.95,41.26,0.95,-1,-1,-1
6,3,109.34,372.64,138.64,31.05,0.93,-1,-1,-1
6,4,850.70,222.80,623.09,146.22,0.70,-1,-1,-1
6,5,1007.30,462.69,241.05,46.05,0.80,-1,-1,-1
6,6,1.71,340.00,62.98,25.00,0.80,-1,-1,-1
7,1,401.12,344.29,145.46,36.04,0.93,-1,-1,-1
7,2,821.31,363.31,165.66,40.63,0.94,-1,-1,-1
7,3,111.93,372.30,138.77,31.30,0.94,-1,-1,-1
7,4,852.08,223.02,624.78,146.16,0.73,-1,-1,-1
7,5,1007.57,462.70,242.24,46.22,0.73,-1,-1,-1
7,6,1.87,339.95,66.10,25.30,0.82,-1,-1,-1
8,1,403.45,344.06,145.68,36.56,0.92,-1,-1,-1
8,2,822.21,362.55,166.78,41.43,0.94,-1,-1,-1
8,3,114.40,371.83,139.06,31.71,0.93,-1,-1,-1
8,4,856.05,223.65,622.46,145.35,0.96,-1,-1,-1
8,5,1008.10,462.89,242.34,45.88,0.76,-1,-1,-1
8,6,2.21,339.92,68.57,25.17,0.81,-1,-1,-1
9,1,406.10,344.25,145.05,36.60,0.92,-1,-1,-1
9,2,824.14,362.68,166.70,41.52,0.93,-1,-1,-1
9,3,117.45,370.96,138.29,32.23,0.94,-1,-1,-1
9,4,860.20,225.60,617.36,143.30,0.96,-1,-1,-1
9,5,1009.50,463.31,242.05,45.41,0.78,-1,-1,-1
9,6,1.76,339.74,71.51,25.06,0.82,-1,-1,-1
